UpdateTime,UpdateInterval,AuthorityCode,ETagPairID,StartETagStatus,EndETagStatus,VehicleType,TravelTime,StandardDeviation,SpaceMeanSpeed,VehicleCount,StartTime,EndTime,DataCollectTime,vd_avg_Speed,vd_avg_Occupancy,vd_avg_Volume,vd_avg_VSpeed,vd_LaneID,vd_week_day,rain,temp
2025-06-05T16:25:00Z,300,NFB,01H0200N-01H0174N,0,0,31,90,0,104,15,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,96.5,1,2,95.5,1,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0200N-01H0174N,0,0,31,90,0,104,15,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,112.5,1,2,111.5,0,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0200N-01H0174N,0,0,31,90,0,104,15,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,83,1,2,82,2,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0200N-01H0174N,0,0,32,98,0,96,5,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,96.5,1,2,95.5,1,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0200N-01H0174N,0,0,32,98,0,96,5,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,112.5,1,2,111.5,0,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0200N-01H0174N,0,0,32,98,0,96,5,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,83,1,2,82,2,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0208N-01H0200N,0,0,31,27,0,107,25,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,94,4,6,93,1,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0208N-01H0200N,0,0,31,27,0,107,25,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,110,3,4,109,0,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0208N-01H0200N,0,0,32,30,0,96,5,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,94,4,6,93,1,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0208N-01H0200N,0,0,32,30,0,96,5,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,110,3,4,109,0,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,31,224,0,101,29,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,100,3.125,4.75,99,1,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,31,224,0,101,29,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,113.5,1.66666666666667,3.16666666666667,112.5,0,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,31,224,0,101,29,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,96.3333333333333,5,8.33333333333333,95.3333333333333,2,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,32,233,0,97,5,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,100,3.125,4.75,99,1,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,32,233,0,97,5,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,113.5,1.66666666666667,3.16666666666667,112.5,0,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,32,233,0,97,5,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,96.3333333333333,5,8.33333333333333,95.3333333333333,2,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0206S-01H0305S,0,0,31,346,0,103,30,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,94.0909090909091,2.90909090909091,4,93.6363636363636,1,5,0,22.9
2025-06-05T16:25:00Z,300,NFB,01H0206S-01H0305S,0,0,31,346,0,103,30,2025-06-05T16:00:00Z,2025-06-05T16:05:00Z,2025-06-05T16:05:00Z,108.909090909091,1.90909090909091,3.27272727272727,107.909090909091,0,5,0,22.9
